2026-04-07T08:20:05: 
2026-04-07T08:20:05: > siapi-maintenance@1.0.0 start
2026-04-07T08:20:05: > npx serve public -p 5012 -s
2026-04-07T08:20:05: 
2026-04-07T08:20:11:  INFO  Accepting connections at http://localhost:5012
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 GET /logokma.png
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 Returned 304 in 1 ms
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 GET /favicon.ico
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 Returned 304 in 1 ms
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 GET /
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 Returned 304 in 2 ms
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 GET /logokma.png
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 Returned 304 in 2 ms
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 GET /favicon.ico
2026-04-07T10:31:01:  HTTP  4/7/2026 10:31:01 AM ::1 Returned 304 in 1 ms
2026-04-07T10:39:19:  HTTP  4/7/2026 10:39:19 AM ::1 GET /
2026-04-07T10:39:19:  HTTP  4/7/2026 10:39:19 AM ::1 Returned 304 in 2 ms
2026-04-07T10:39:19:  HTTP  4/7/2026 10:39:19 AM ::1 GET /logokma.png
2026-04-07T10:39:19:  HTTP  4/7/2026 10:39:19 AM ::1 Returned 304 in 1 ms
2026-04-07T10:39:19:  HTTP  4/7/2026 10:39:19 AM ::1 GET /favicon.ico
2026-04-07T10:39:19:  HTTP  4/7/2026 10:39:19 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:21:  HTTP  4/7/2026 10:40:21 AM ::1 GET /
2026-04-07T10:40:21:  HTTP  4/7/2026 10:40:21 AM ::1 Returned 200 in 3 ms
2026-04-07T10:40:21:  HTTP  4/7/2026 10:40:21 AM ::1 GET /logokma.png
2026-04-07T10:40:21:  HTTP  4/7/2026 10:40:21 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:21:  HTTP  4/7/2026 10:40:21 AM ::1 GET /favicon.ico
2026-04-07T10:40:21:  HTTP  4/7/2026 10:40:21 AM ::1 Returned 200 in 2 ms
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 GET /
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 GET /logokma.png
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 GET /favicon.ico
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 GET /
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 GET /logokma.png
2026-04-07T10:40:25:  HTTP  4/7/2026 10:40:25 AM ::1 Returned 304 in 3 ms
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 GET /favicon.ico
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 GET /
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 GET /logokma.png
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 GET /favicon.ico
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 GET /
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 GET /logokma.png
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 GET /favicon.ico
2026-04-07T10:40:26:  HTTP  4/7/2026 10:40:26 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 GET /
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 GET /logokma.png
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 GET /favicon.ico
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 GET /
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 GET /logokma.png
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 GET /favicon.ico
2026-04-07T10:40:27:  HTTP  4/7/2026 10:40:27 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 GET /
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 GET /logokma.png
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 Returned 304 in 3 ms
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 GET /favicon.ico
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 Returned 304 in 4 ms
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 GET /
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 GET /logokma.png
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 GET /favicon.ico
2026-04-07T10:40:28:  HTTP  4/7/2026 10:40:28 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 GET /
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 GET /logokma.png
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 GET /favicon.ico
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 Returned 304 in 7 ms
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 GET /
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 GET /logokma.png
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 GET /favicon.ico
2026-04-07T10:40:29:  HTTP  4/7/2026 10:40:29 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 GET /
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 GET /logokma.png
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 GET /favicon.ico
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 GET /
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 GET /logokma.png
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 GET /favicon.ico
2026-04-07T10:40:30:  HTTP  4/7/2026 10:40:30 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /logokma.png
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /favicon.ico
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /logokma.png
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /favicon.ico
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 1 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /logokma.png
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 2 ms
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 GET /favicon.ico
2026-04-07T10:40:31:  HTTP  4/7/2026 10:40:31 AM ::1 Returned 304 in 2 ms
